,T,conversion,revenue,pre_exp_revenue,num_actions,trigger_dates,currency,country_of_origin,segment_1,segment_2,segment_3
4934,2,0,0.0,383.3754108742585,0,2022-01-16 13:20:00,GBP,UK,New,Active,10+ transfers
4935,2,0,0.0,693.9862487194506,0,2022-01-18 21:03:00,GBP,UK,Old,Usual,10+ transfers
4936,0,1,152.75458068182058,370.9149155365856,12,2022-01-02 14:05:00,USD,US,New,Active,10+ transfers
4937,0,0,0.0,917.4647735753945,0,2022-01-15 07:10:00,EUR,USD,Old,Usual,10+ transfers
4938,2,0,0.0,547.4366507886515,0,2022-01-18 15:43:00,EUR,USD,New,Rare,10+ transfers
4939,0,0,0.0,208.88418432979776,0,2022-01-08 20:06:00,EUR,UK,New,Usual,10- transfers
4940,1,1,315.0477427804406,301.71909094908125,14,2022-01-07 00:16:00,EUR,USD,Old,Rare,10- transfers
4941,0,1,209.71882170678333,153.65686298229647,10,2022-01-16 12:09:00,USD,USD,Old,Active,10+ transfers
4942,2,0,0.0,1108.6609695574882,0,2022-01-08 17:37:00,EUR,UK,Old,Rare,10+ transfers
4943,2,1,90.64023551172421,701.5178206830549,11,2022-01-21 10:08:00,EUR,USD,New,Usual,10- transfers
4944,0,0,0.0,262.52045167085805,0,2022-01-04 15:54:00,EUR,UK,Old,Usual,10+ transfers
4945,1,0,0.0,365.9101332608424,0,2022-01-03 18:38:00,GBP,USD,New,Active,10- transfers
4946,2,1,582.2892696476471,480.0319719287956,6,2022-01-18 10:22:00,USD,US,Old,Rare,10+ transfers
4947,1,0,0.0,1760.4288556090014,0,2022-01-17 17:14:00,EUR,US,New,Usual,10- transfers
4948,2,0,0.0,776.3852954002714,0,2022-01-03 10:39:00,EUR,UK,New,Rare,10- transfers
4949,0,1,128.37793552441698,455.3125068463334,5,2022-01-13 20:55:00,EUR,USD,New,Rare,10+ transfers
4950,2,0,0.0,1239.622612459266,0,2022-01-19 05:55:00,GBP,US,Old,Usual,10+ transfers
4951,2,1,248.1912436797794,312.91068346092607,11,2022-01-12 15:04:00,EUR,UK,New,Rare,10- transfers
4952,0,0,0.0,441.0025994148312,0,2022-01-10 19:55:00,EUR,UK,Old,Usual,10+ transfers
4953,2,0,0.0,200.27859386981154,0,2022-01-10 04:01:00,EUR,USD,New,Active,10+ transfers
4954,2,1,2262.995930357671,248.2564441977615,6,2022-01-18 19:14:00,EUR,USD,Old,Active,10- transfers
4955,2,0,0.0,823.7388004964639,0,2022-01-18 01:30:00,GBP,UK,New,Active,10- transfers
4956,0,0,0.0,384.8541396438608,0,2022-01-19 00:52:00,EUR,USD,New,Usual,10+ transfers
4957,0,1,67.80918660324723,73.02296266853234,17,2022-01-05 00:16:00,EUR,UK,Old,Rare,10- transfers
4958,0,1,544.5469868983984,153.1882503824549,5,2022-01-03 05:24:00,GBP,UK,New,Usual,10+ transfers
4959,0,1,237.5744270810765,145.38883990673233,7,2022-01-18 04:46:00,GBP,UK,Old,Rare,10- transfers
4960,2,0,0.0,548.414572164991,0,2022-01-19 09:12:00,USD,USD,New,Active,10+ transfers
4961,2,1,2237.791626569805,180.59232481848647,4,2022-01-04 00:59:00,USD,US,New,Rare,10- transfers
4962,2,0,0.0,213.25405771692476,0,2022-01-05 17:26:00,USD,UK,New,Active,10- transfers
4963,0,0,0.0,260.5101514099236,0,2022-01-09 22:44:00,EUR,US,Old,Active,10+ transfers
4964,0,0,0.0,552.1975547215055,0,2022-01-03 18:38:00,GBP,US,Old,Usual,10- transfers
4965,2,0,0.0,843.7985462656488,0,2022-01-10 03:27:00,USD,US,New,Usual,10- transfers
4966,1,0,0.0,237.6645635721516,0,2022-01-11 22:19:00,USD,US,Old,Rare,10+ transfers
4967,1,1,1377.817492236821,305.0519555896738,6,2022-01-19 14:30:00,USD,USD,New,Active,10- transfers
4968,2,0,0.0,1303.1702026986916,0,2022-01-09 00:44:00,USD,UK,New,Active,10+ transfers
4969,2,0,0.0,229.26123219615042,0,2022-01-17 09:26:00,USD,USD,Old,Usual,10+ transfers
4970,1,0,0.0,497.4739480936862,0,2022-01-05 22:52:00,EUR,US,Old,Rare,10- transfers
4971,1,1,116.3639228516696,352.4677268213633,4,2022-01-14 03:24:00,USD,USD,New,Active,10- transfers
4972,2,1,823.4863737677769,579.5737916322206,7,2022-01-04 12:38:00,GBP,US,New,Active,10- transfers
4973,0,0,0.0,229.35194384210422,0,2022-01-08 18:40:00,EUR,UK,New,Usual,10- transfers
4974,0,1,417.9361709072539,242.11571611731185,4,2022-01-15 19:39:00,EUR,US,New,Active,10- transfers
4975,2,0,0.0,73.3619469435318,0,2022-01-06 05:05:00,GBP,UK,Old,Usual,10+ transfers
4976,2,1,293.28571903331704,188.59770483058037,10,2022-01-11 07:50:00,EUR,US,New,Active,10+ transfers
4977,2,1,215.79696142304152,109.37228821978488,2,2022-01-02 19:47:00,GBP,US,New,Active,10- transfers
4978,0,0,0.0,332.4104547234908,0,2022-01-12 05:19:00,EUR,US,New,Usual,10- transfers
4979,2,0,0.0,433.101227176123,0,2022-01-12 19:22:00,GBP,UK,New,Active,10- transfers
4980,0,0,0.0,2168.6667651355015,0,2022-01-09 21:09:00,USD,USD,Old,Rare,10- transfers
4981,1,0,0.0,648.6146694543806,0,2022-01-13 07:56:00,GBP,USD,New,Rare,10+ transfers
4982,2,1,496.6735715306226,432.3070071471871,5,2022-01-11 11:29:00,GBP,US,Old,Rare,10+ transfers
4983,2,0,0.0,438.51247184326894,0,2022-01-08 16:27:00,GBP,UK,New,Usual,10+ transfers
4984,0,0,0.0,673.5583101326225,0,2022-01-08 11:54:00,EUR,US,New,Usual,10- transfers
4985,1,0,0.0,1292.2404601647763,0,2022-01-04 08:35:00,GBP,USD,New,Usual,10+ transfers
4986,1,0,0.0,242.63566640133217,0,2022-01-20 03:20:00,GBP,USD,Old,Rare,10- transfers
4987,0,0,0.0,86.10636541200043,0,2022-01-16 00:08:00,USD,US,Old,Usual,10+ transfers
4988,0,0,0.0,707.7336202488049,0,2022-01-06 14:48:00,EUR,US,Old,Usual,10- transfers
4989,0,0,0.0,84.45245658829329,0,2022-01-20 07:53:00,GBP,UK,New,Active,10+ transfers
4990,1,0,0.0,689.0745739958779,0,2022-01-12 02:51:00,GBP,USD,New,Usual,10- transfers
4991,1,1,914.711996344879,219.03752255530932,7,2022-01-14 08:40:00,EUR,US,Old,Active,10+ transfers
4992,2,1,350.97052964626863,723.3440003330566,11,2022-01-17 16:08:00,EUR,USD,Old,Rare,10+ transfers
4993,2,1,689.0242713729136,275.49396893632274,9,2022-01-02 11:08:00,GBP,UK,Old,Rare,10+ transfers
4994,1,0,0.0,646.6290361482675,0,2022-01-15 20:52:00,USD,USD,New,Active,10+ transfers
4995,1,0,0.0,416.6963839923532,0,2022-01-01 10:19:00,GBP,UK,New,Rare,10- transfers
4996,2,0,0.0,183.98360129362592,0,2022-01-13 01:25:00,EUR,US,New,Rare,10+ transfers
4997,2,0,0.0,264.9034914963864,0,2022-01-05 15:46:00,GBP,UK,Old,Active,10- transfers
4998,0,0,0.0,554.7798439996106,0,2022-01-20 01:21:00,EUR,US,Old,Rare,10- transfers
4999,2,1,5327.29989778207,124.86903312944467,7,2022-01-04 10:00:00,GBP,UK,Old,Usual,10+ transfers
5000,0,0,0.0,226.6049812019359,0,2022-01-03 17:07:00,USD,US,New,Rare,10- transfers
5001,1,0,0.0,97.07905550506472,0,2022-01-16 00:45:00,EUR,US,Old,Active,10- transfers
5002,1,1,232.99438911018362,1131.4021973430922,10,2022-01-17 00:36:00,EUR,USD,New,Active,10+ transfers
5003,0,0,0.0,536.5537333737587,0,2022-01-06 10:08:00,USD,USD,Old,Rare,10- transfers
5004,1,0,0.0,171.08155152646125,0,2022-01-07 10:05:00,GBP,UK,Old,Usual,10+ transfers
5005,2,1,234.6547943982582,496.20195648001646,7,2022-01-02 04:09:00,USD,USD,Old,Rare,10+ transfers
5006,2,0,0.0,2066.5541914231467,0,2022-01-14 17:41:00,USD,US,Old,Rare,10+ transfers
5007,1,1,42.37776204280964,744.1830243883776,7,2022-01-14 23:38:00,GBP,US,Old,Active,10+ transfers
5008,2,0,0.0,2320.8682379966203,0,2022-01-13 12:54:00,GBP,USD,New,Usual,10+ transfers
5009,2,1,1533.135739585171,271.13142810145814,12,2022-01-13 07:02:00,USD,US,Old,Usual,10- transfers
5010,2,0,0.0,145.59070138179646,0,2022-01-02 06:49:00,GBP,US,Old,Rare,10+ transfers
5011,0,0,0.0,545.5784232939722,0,2022-01-20 14:03:00,GBP,USD,New,Active,10+ transfers
5012,0,1,1454.5000671597845,291.20379871058077,7,2022-01-01 13:05:00,EUR,UK,Old,Rare,10- transfers
5013,0,1,774.5421869287968,764.4873110741604,8,2022-01-03 00:50:00,EUR,UK,New,Rare,10- transfers
5014,1,1,176.49234660505962,264.34508493706755,4,2022-01-15 21:16:00,USD,US,Old,Rare,10- transfers
5015,1,0,0.0,898.9772636105353,0,2022-01-03 11:19:00,USD,UK,New,Rare,10+ transfers
5016,2,0,0.0,685.2182120694405,0,2022-01-17 18:36:00,GBP,US,New,Usual,10- transfers
5017,1,0,0.0,2270.245857427594,0,2022-01-21 02:36:00,EUR,UK,Old,Usual,10+ transfers
5018,1,1,521.5520911191043,1255.4456792969506,4,2022-01-21 10:47:00,EUR,US,Old,Usual,10+ transfers
5019,1,0,0.0,2308.4513634119576,0,2022-01-16 05:50:00,EUR,US,Old,Usual,10- transfers
5020,2,0,0.0,143.7579353197701,0,2022-01-07 22:57:00,GBP,US,New,Rare,10+ transfers
5021,1,0,0.0,320.3594308864511,0,2022-01-05 15:55:00,EUR,UK,Old,Usual,10+ transfers
5022,2,0,0.0,1012.8540827993025,0,2022-01-11 06:04:00,EUR,UK,New,Usual,10+ transfers
5023,2,0,0.0,270.84953222232826,0,2022-01-16 15:38:00,GBP,US,Old,Usual,10- transfers
5024,1,1,992.1042467715106,1104.0709250017353,9,2022-01-02 01:01:00,EUR,UK,New,Usual,10+ transfers
5025,2,0,0.0,452.93347333041794,0,2022-01-03 02:47:00,USD,UK,Old,Active,10+ transfers
5026,1,0,0.0,217.9602406065762,0,2022-01-11 12:25:00,GBP,US,Old,Usual,10- transfers
5027,0,0,0.0,1227.5637267209304,0,2022-01-02 08:17:00,GBP,UK,New,Rare,10- transfers
5028,2,0,0.0,1340.118684285618,0,2022-01-10 22:27:00,GBP,US,New,Active,10+ transfers
5029,0,0,0.0,185.164547953207,0,2022-01-08 21:16:00,EUR,USD,Old,Active,10+ transfers
5030,2,1,106.76441200127398,159.5646834218177,9,2022-01-05 20:55:00,EUR,US,New,Usual,10- transfers
5031,2,1,1072.5488190211975,558.1577180092715,6,2022-01-02 13:53:00,USD,USD,Old,Rare,10+ transfers
5032,0,0,0.0,312.8719732878574,0,2022-01-06 21:44:00,GBP,UK,New,Usual,10+ transfers
5033,0,1,314.8638596916776,458.7272009167967,6,2022-01-08 05:14:00,GBP,US,New,Usual,10+ transfers
5034,2,1,835.5765698266836,2771.4584773982447,8,2022-01-21 05:47:00,USD,US,New,Rare,10+ transfers
5035,1,0,0.0,101.43494133318033,0,2022-01-03 00:45:00,EUR,US,Old,Usual,10+ transfers
5036,2,0,0.0,149.2806762790968,0,2022-01-17 08:58:00,USD,US,New,Usual,10+ transfers
5037,1,0,0.0,858.8480147248699,0,2022-01-09 20:46:00,EUR,USD,Old,Usual,10- transfers
5038,1,0,0.0,482.99692928107737,0,2022-01-04 14:56:00,USD,USD,Old,Rare,10- transfers
5039,1,1,151.75842048989534,91.135137218414,8,2022-01-08 05:17:00,USD,UK,New,Usual,10- transfers
5040,2,1,122.48059390747946,246.88113324818082,9,2022-01-07 23:45:00,GBP,USD,Old,Rare,10+ transfers
5041,0,0,0.0,511.81453922101645,0,2022-01-03 11:14:00,GBP,UK,Old,Usual,10- transfers
5042,2,0,0.0,339.4431501563191,0,2022-01-12 08:41:00,GBP,USD,New,Rare,10- transfers
5043,1,0,0.0,510.1306399393555,0,2022-01-08 15:34:00,USD,US,Old,Usual,10+ transfers
5044,2,1,288.1423505110341,58.73120539324894,10,2022-01-19 16:32:00,GBP,US,Old,Active,10- transfers
5045,0,1,181.97712629933784,375.91713820848236,5,2022-01-08 14:14:00,USD,US,New,Usual,10- transfers
5046,1,0,0.0,89.40907077416547,0,2022-01-15 11:24:00,USD,UK,New,Rare,10- transfers
5047,2,0,0.0,323.0088612860249,0,2022-01-05 21:31:00,EUR,UK,New,Usual,10+ transfers
5048,1,0,0.0,167.4907052897333,0,2022-01-08 03:02:00,GBP,USD,New,Usual,10- transfers
5049,2,1,215.13899878925238,1315.8562929961906,13,2022-01-08 07:37:00,GBP,US,Old,Rare,10+ transfers
5050,1,0,0.0,200.69955195845372,0,2022-01-21 01:05:00,GBP,US,Old,Active,10- transfers
5051,1,0,0.0,157.11029258306746,0,2022-01-16 11:51:00,EUR,US,New,Rare,10+ transfers
5052,1,0,0.0,418.258762488738,0,2022-01-02 12:08:00,GBP,UK,Old,Rare,10+ transfers
5053,2,0,0.0,509.73404349520723,0,2022-01-16 09:11:00,GBP,USD,Old,Rare,10+ transfers
5054,1,0,0.0,320.0654070013627,0,2022-01-12 10:19:00,EUR,US,New,Rare,10- transfers
5055,1,1,623.7960728272727,1019.2158433359828,7,2022-01-07 23:16:00,EUR,USD,Old,Active,10+ transfers
5056,2,0,0.0,146.71191937722713,0,2022-01-13 07:27:00,EUR,UK,Old,Active,10+ transfers
5057,1,1,467.464862619103,265.70017369650174,9,2022-01-17 11:58:00,USD,US,New,Rare,10- transfers
5058,0,1,307.5642963111256,984.2215637775674,12,2022-01-20 17:02:00,GBP,UK,New,Rare,10+ transfers
5059,0,0,0.0,289.41014095659244,0,2022-01-11 18:38:00,EUR,UK,New,Active,10- transfers
5060,2,0,0.0,204.6287418618059,0,2022-01-17 13:45:00,USD,USD,Old,Active,10+ transfers
5061,1,0,0.0,302.6750952238883,0,2022-01-19 04:47:00,EUR,UK,New,Active,10- transfers
5062,2,0,0.0,1575.966924398438,0,2022-01-18 19:10:00,USD,US,Old,Usual,10- transfers
5063,1,1,122.66917114335124,264.84197783823606,9,2022-01-10 09:21:00,GBP,US,Old,Rare,10- transfers
5064,2,1,252.62127868402536,433.43399971735425,7,2022-01-04 08:05:00,USD,UK,Old,Usual,10+ transfers
5065,1,1,337.06840928204497,82.67638395098926,7,2022-01-08 23:27:00,USD,US,Old,Rare,10- transfers
5066,2,1,600.8287344767865,81.43027572121784,6,2022-01-02 06:52:00,USD,US,Old,Rare,10+ transfers
5067,2,0,0.0,537.1510856175125,0,2022-01-08 00:53:00,EUR,US,Old,Active,10- transfers
5068,0,0,0.0,3559.5383728407655,0,2022-01-17 09:51:00,EUR,USD,New,Usual,10+ transfers
5069,0,0,0.0,194.59650227855388,0,2022-01-17 21:37:00,EUR,USD,New,Active,10+ transfers
5070,0,0,0.0,147.28430865498493,0,2022-01-21 17:26:00,EUR,USD,Old,Usual,10- transfers
5071,2,0,0.0,1084.7918289611773,0,2022-01-18 09:14:00,USD,USD,New,Usual,10- transfers
5072,2,1,444.5173097510817,240.1869131454753,7,2022-01-15 18:28:00,EUR,UK,Old,Active,10+ transfers
5073,2,1,1662.719736254806,552.3596505111326,13,2022-01-16 21:42:00,GBP,US,Old,Rare,10- transfers
5074,2,0,0.0,548.0249951829163,0,2022-01-07 15:04:00,USD,UK,New,Usual,10- transfers
5075,0,0,0.0,94.9689914982272,0,2022-01-02 03:29:00,EUR,USD,Old,Active,10+ transfers
5076,0,1,198.98988308437103,1195.824805285363,10,2022-01-20 21:22:00,GBP,USD,Old,Usual,10- transfers
5077,0,0,0.0,1090.1913200094255,0,2022-01-18 18:16:00,USD,USD,Old,Usual,10- transfers
5078,0,1,123.24218590020169,90.5430403769069,3,2022-01-04 01:43:00,GBP,USD,Old,Active,10+ transfers
5079,1,0,0.0,294.44927279393994,0,2022-01-11 03:36:00,EUR,USD,Old,Rare,10+ transfers
5080,2,0,0.0,1004.1806332806951,0,2022-01-17 10:00:00,USD,UK,New,Rare,10+ transfers
5081,2,0,0.0,1219.8785203738125,0,2022-01-20 11:04:00,EUR,US,New,Active,10- transfers
5082,0,1,195.33812003091583,1039.5899381136624,11,2022-01-12 18:33:00,GBP,US,Old,Rare,10- transfers
5083,0,0,0.0,381.43547794223633,0,2022-01-07 10:02:00,EUR,UK,New,Usual,10- transfers
5084,2,1,305.0146813810187,321.4387762722794,6,2022-01-07 17:02:00,USD,USD,Old,Rare,10+ transfers
5085,0,1,578.2290653914557,298.73361581709634,11,2022-01-20 17:08:00,GBP,US,New,Rare,10+ transfers
5086,2,1,472.08200788801446,449.93461990313637,6,2022-01-05 17:02:00,EUR,USD,New,Usual,10+ transfers
5087,2,1,811.6917557904358,3413.6075495636906,9,2022-01-07 13:44:00,USD,UK,Old,Rare,10+ transfers
5088,1,1,2694.836676265734,335.5213069471107,4,2022-01-02 18:13:00,USD,US,Old,Active,10- transfers
5089,0,0,0.0,364.33688764799894,0,2022-01-20 02:06:00,USD,UK,New,Usual,10+ transfers
5090,0,1,334.5494259558177,79.4741274167341,8,2022-01-16 09:26:00,EUR,USD,Old,Active,10+ transfers
5091,1,0,0.0,595.3816613236595,0,2022-01-18 00:52:00,EUR,US,Old,Usual,10+ transfers
5092,1,1,246.7942752580443,174.16800895944664,6,2022-01-12 07:05:00,GBP,UK,New,Active,10- transfers
5093,1,1,350.4874870061349,158.61006599211197,8,2022-01-16 14:57:00,USD,UK,Old,Active,10+ transfers
5094,2,1,4443.593104013902,283.60123277880325,8,2022-01-12 00:25:00,USD,USD,New,Active,10+ transfers
5095,2,0,0.0,160.11919160714868,0,2022-01-07 18:01:00,GBP,US,Old,Active,10+ transfers
5096,2,1,714.0479773811533,31.679404008079228,6,2022-01-17 10:08:00,GBP,USD,New,Active,10+ transfers
5097,2,1,353.93202096389626,308.2210603886801,5,2022-01-04 18:09:00,USD,US,Old,Rare,10+ transfers
5098,1,1,953.8708385793947,2989.620375578737,6,2022-01-03 09:05:00,USD,USD,New,Rare,10- transfers
5099,0,0,0.0,920.4178363837365,0,2022-01-12 16:42:00,GBP,USD,New,Active,10+ transfers
5100,2,0,0.0,355.1969131439225,0,2022-01-11 21:15:00,EUR,US,Old,Usual,10- transfers
5101,0,0,0.0,471.23498574118554,0,2022-01-03 14:10:00,GBP,UK,Old,Rare,10- transfers
5102,0,1,606.2597535606897,868.5462170994796,4,2022-01-02 00:00:00,USD,US,Old,Active,10+ transfers
5103,1,1,276.7878057990115,238.0835282129482,9,2022-01-01 02:13:00,EUR,USD,New,Usual,10- transfers
5104,1,0,0.0,83.24658607530637,0,2022-01-02 11:53:00,USD,USD,Old,Active,10- transfers
5105,0,1,163.29590612326533,46.535132474534876,9,2022-01-17 08:55:00,EUR,UK,Old,Usual,10- transfers
5106,2,1,403.61248126613737,90.40407973091308,7,2022-01-04 00:03:00,EUR,UK,Old,Rare,10- transfers
5107,0,0,0.0,159.3158594339351,0,2022-01-15 17:25:00,EUR,US,New,Usual,10- transfers
5108,0,1,348.06681883196126,33.02185377937151,7,2022-01-12 23:19:00,GBP,UK,New,Usual,10+ transfers
5109,1,1,187.34916746562357,960.4246709753563,8,2022-01-18 14:16:00,EUR,US,New,Rare,10- transfers
5110,1,0,0.0,225.33523931652465,0,2022-01-19 13:30:00,EUR,USD,Old,Rare,10- transfers
5111,1,0,0.0,1318.6402231285842,0,2022-01-16 04:38:00,USD,US,New,Active,10+ transfers
5112,2,0,0.0,264.486996185609,0,2022-01-01 05:35:00,EUR,UK,New,Rare,10+ transfers
5113,1,1,83.28344070049343,1129.13897229341,7,2022-01-16 13:45:00,GBP,UK,Old,Usual,10- transfers
5114,2,0,0.0,351.8452480627336,0,2022-01-02 02:15:00,USD,USD,Old,Active,10+ transfers
5115,1,1,319.41018441001603,456.87288658113266,7,2022-01-17 12:34:00,EUR,US,Old,Active,10+ transfers
5116,1,1,303.2907507496935,1145.2794764160676,7,2022-01-16 01:11:00,GBP,USD,Old,Usual,10- transfers
5117,2,1,1306.7109499048088,38.042842730538894,8,2022-01-05 00:43:00,EUR,USD,New,Rare,10+ transfers
5118,1,1,384.8890838150616,765.7084917868679,5,2022-01-17 20:40:00,EUR,UK,New,Usual,10- transfers
5119,2,1,212.18589214294624,729.7839813191412,8,2022-01-21 23:55:00,GBP,UK,Old,Usual,10+ transfers
5120,2,0,0.0,1437.6217718831113,0,2022-01-11 23:52:00,EUR,UK,Old,Usual,10+ transfers
5121,0,1,3177.74832335597,1214.1752542072024,7,2022-01-10 02:36:00,USD,UK,Old,Active,10+ transfers
5122,0,0,0.0,700.3171680424265,0,2022-01-12 13:24:00,USD,US,New,Active,10- transfers
5123,2,0,0.0,348.0261213460045,0,2022-01-19 07:44:00,EUR,USD,Old,Active,10- transfers
5124,0,1,717.7047825514106,297.36833866208855,5,2022-01-03 10:30:00,EUR,USD,New,Active,10- transfers
5125,0,1,766.3016060246409,2745.5242696377586,9,2022-01-01 00:07:00,EUR,UK,Old,Usual,10+ transfers
5126,2,1,1099.463358079801,775.4334782906633,7,2022-01-18 06:11:00,EUR,USD,New,Active,10+ transfers
5127,0,1,349.42780620841944,99.47263512025285,4,2022-01-05 09:41:00,USD,UK,New,Usual,10+ transfers
5128,0,0,0.0,459.9744411097325,0,2022-01-04 02:54:00,EUR,UK,Old,Usual,10+ transfers
5129,1,0,0.0,1616.414356688482,0,2022-01-02 10:51:00,EUR,US,New,Usual,10+ transfers
5130,0,1,369.50615807087576,306.2285039029023,10,2022-01-07 13:12:00,EUR,US,Old,Usual,10+ transfers
5131,0,0,0.0,271.42673647386437,0,2022-01-12 02:57:00,GBP,UK,New,Rare,10+ transfers
5132,0,0,0.0,759.4994674224688,0,2022-01-17 18:32:00,USD,UK,New,Usual,10+ transfers
5133,1,0,0.0,825.0261143130081,0,2022-01-14 17:51:00,GBP,US,New,Usual,10- transfers
5134,1,0,0.0,1428.923257328013,0,2022-01-12 10:34:00,EUR,USD,Old,Active,10+ transfers
5135,2,1,141.87721380842447,475.73166050047365,5,2022-01-07 22:00:00,USD,US,Old,Active,10- transfers
5136,2,0,0.0,185.2072045680921,0,2022-01-17 04:10:00,GBP,US,New,Active,10+ transfers
5137,2,0,0.0,538.1916888140607,0,2022-01-10 16:30:00,USD,US,New,Active,10- transfers
5138,2,1,157.96004352056173,137.68024717694001,11,2022-01-20 15:28:00,GBP,USD,Old,Usual,10+ transfers
5139,2,0,0.0,1184.5114505748963,0,2022-01-02 20:28:00,GBP,US,New,Usual,10+ transfers
5140,2,1,3014.6088353157356,197.03221434434,11,2022-01-12 06:11:00,GBP,US,New,Rare,10- transfers
5141,0,1,243.04015823380104,1049.8001651793404,7,2022-01-14 00:04:00,GBP,US,Old,Active,10+ transfers
5142,2,0,0.0,607.0083903494829,0,2022-01-02 21:43:00,GBP,US,New,Rare,10+ transfers
5143,2,1,317.3611065049912,718.8808448587633,10,2022-01-16 12:10:00,GBP,UK,New,Rare,10- transfers
5144,1,0,0.0,152.0740352977241,0,2022-01-11 11:45:00,USD,USD,New,Rare,10- transfers
5145,2,0,0.0,145.83029429983173,0,2022-01-09 18:27:00,EUR,USD,New,Usual,10+ transfers
5146,2,0,0.0,1669.856514749908,0,2022-01-14 09:07:00,EUR,USD,New,Usual,10- transfers
5147,1,1,716.6488456079713,546.6781621290888,9,2022-01-09 03:12:00,USD,US,New,Active,10- transfers
5148,2,0,0.0,497.82072549189195,0,2022-01-08 21:24:00,EUR,UK,Old,Usual,10- transfers
5149,1,1,238.82322229898972,141.95533093793654,6,2022-01-01 18:24:00,GBP,UK,New,Usual,10- transfers
5150,0,0,0.0,507.8715198591153,0,2022-01-10 04:57:00,EUR,USD,Old,Active,10+ transfers
5151,0,1,540.9404381860137,1235.6832985328829,13,2022-01-11 07:59:00,USD,UK,Old,Rare,10+ transfers
5152,0,0,0.0,282.8384676234606,0,2022-01-01 17:27:00,GBP,UK,Old,Active,10+ transfers
5153,2,1,691.9237552966977,420.9378994791814,12,2022-01-02 09:14:00,GBP,USD,Old,Usual,10- transfers
5154,2,1,299.20299800699786,259.6147844773794,7,2022-01-05 16:35:00,EUR,USD,New,Usual,10- transfers
5155,1,0,0.0,96.20469947811728,0,2022-01-08 03:43:00,GBP,US,New,Usual,10- transfers
5156,1,0,0.0,1015.6215033453105,0,2022-01-20 23:24:00,GBP,UK,Old,Active,10+ transfers
5157,1,0,0.0,160.86915410535138,0,2022-01-13 03:26:00,GBP,USD,New,Rare,10+ transfers
5158,2,0,0.0,534.849348147996,0,2022-01-08 22:17:00,EUR,USD,Old,Rare,10- transfers
5159,1,1,1566.7631955780773,1067.3642445614337,9,2022-01-04 09:43:00,USD,UK,New,Active,10- transfers
5160,0,0,0.0,1136.0145637650671,0,2022-01-01 01:48:00,GBP,UK,Old,Rare,10- transfers
5161,1,0,0.0,397.17457908908233,0,2022-01-01 18:42:00,EUR,USD,New,Usual,10+ transfers
5162,0,1,307.0406082702193,1563.936868452859,4,2022-01-16 14:00:00,USD,US,New,Rare,10- transfers
5163,1,1,354.75623512377206,1885.5975736267524,10,2022-01-02 00:45:00,EUR,US,Old,Usual,10+ transfers
5164,1,1,449.93348910016687,220.24161239122822,12,2022-01-11 03:16:00,USD,US,Old,Usual,10- transfers
5165,1,1,1238.897777413219,364.6082275690827,7,2022-01-09 15:41:00,EUR,UK,New,Usual,10- transfers
5166,0,0,0.0,221.405208230482,0,2022-01-14 23:45:00,EUR,USD,New,Usual,10+ transfers
5167,1,0,0.0,1093.7875607566843,0,2022-01-10 22:53:00,USD,UK,Old,Rare,10+ transfers
5168,1,0,0.0,484.84726517691394,0,2022-01-03 07:24:00,GBP,UK,Old,Usual,10- transfers
5169,1,0,0.0,297.5658186706398,0,2022-01-01 14:12:00,GBP,UK,New,Usual,10+ transfers
5170,0,1,258.5720041763927,168.02971939829365,9,2022-01-01 12:20:00,GBP,UK,New,Rare,10+ transfers
5171,2,1,81.06896193264527,4306.350917813766,11,2022-01-19 02:15:00,GBP,UK,New,Rare,10+ transfers
5172,0,1,211.59756617906916,539.9284511140372,8,2022-01-15 17:41:00,GBP,USD,New,Usual,10- transfers
5173,2,0,0.0,565.3531157652953,0,2022-01-17 22:35:00,USD,USD,Old,Usual,10- transfers
5174,1,1,329.256665259633,205.2883594746765,15,2022-01-13 02:08:00,USD,USD,Old,Active,10- transfers
5175,0,0,0.0,646.8942347069425,0,2022-01-15 22:35:00,USD,USD,New,Usual,10- transfers
5176,2,0,0.0,1709.1215500650098,0,2022-01-03 04:40:00,GBP,US,Old,Usual,10+ transfers
5177,0,1,1155.7822906704257,618.9003609157483,12,2022-01-20 14:32:00,EUR,UK,New,Usual,10- transfers
5178,1,0,0.0,1150.853329990202,0,2022-01-19 20:29:00,EUR,UK,Old,Active,10- transfers
5179,0,1,71.98125569248391,621.1364900713778,8,2022-01-03 16:46:00,EUR,US,New,Active,10- transfers
5180,0,1,66.99948232073326,901.0099111089575,5,2022-01-02 22:21:00,EUR,USD,New,Rare,10+ transfers
5181,1,0,0.0,667.2368913493466,0,2022-01-16 05:00:00,EUR,UK,Old,Active,10- transfers
5182,1,0,0.0,555.6826211369932,0,2022-01-11 20:59:00,EUR,UK,Old,Usual,10+ transfers
5183,0,1,587.0054226010722,189.1404863292966,5,2022-01-01 05:26:00,USD,USD,New,Rare,10- transfers
5184,2,0,0.0,617.4662237351245,0,2022-01-14 01:58:00,USD,US,New,Rare,10+ transfers
5185,2,1,401.6022452090577,175.11555648810037,7,2022-01-07 16:30:00,EUR,US,Old,Active,10+ transfers
5186,0,0,0.0,1200.8204485110655,0,2022-01-08 21:58:00,GBP,US,New,Rare,10+ transfers
